Model,Hyperparameter,t0,input,rmse1,rmse7,rmse30
ARIMA,"ARIMA(1, 0, 1)",186,30,1.580447573,2.788726737,2.70526276
ARIMA,"ARIMA(1, 0, 1)",188,30,0.848040724,1.569449929,2.973600931
ARIMA,"ARIMA(1, 0, 1)",190,30,2.810669252,1.923434931,2.95131233
ARIMA,"ARIMA(1, 0, 1)",192,30,2.79910748,3.004070872,6.018428392
ARIMA,"ARIMA(1, 0, 1)",200,30,1.279797406,1.220187177,1.834019654
ARIMA,"ARIMA(1, 0, 1)",203,30,1.666399683,2.067217144,3.535641464
ARIMA,"ARIMA(1, 0, 1)",204,30,1.238973241,2.08250931,3.384137789
ARIMA,"ARIMA(1, 0, 1)",205,30,1.165153208,1.51632813,2.795024027
ARIMA,"ARIMA(1, 0, 1)",210,30,0.933018494,1.687381857,2.612279149
ARIMA,"ARIMA(1, 0, 1)",213,30,1.058143615,2.186254761,3.59087942
ARIMA,"ARIMA(1, 0, 1)",216,30,1.709824258,1.863140641,6.16715828
ARIMA,"ARIMA(1, 0, 1)",222,30,1.333284755,1.909153292,4.315260024
ARIMA,"ARIMA(1, 0, 1)",237,30,1.46932543,2.299069263,3.180173444
ARIMA,"ARIMA(1, 0, 1)",244,30,0.691867068,2.065717694,2.070174125
ARIMA,"ARIMA(1, 0, 1)",248,30,0.653258282,1.101651747,1.550884413
ARIMA,"ARIMA(1, 0, 1)",253,30,1.877409916,2.34219216,2.817980762
ARIMA,"ARIMA(1, 0, 1)",255,30,0.595069488,1.072182763,1.56320761
ARIMA,"ARIMA(1, 0, 1)",275,30,0.831541645,1.929039403,2.274930979
ARIMA,"ARIMA(1, 0, 1)",276,30,0.612866861,1.703100661,1.696145402
ARIMA,"ARIMA(1, 0, 1)",277,30,0.68731724,1.917810885,1.907775138
ARIMA,"ARIMA(1, 0, 1)",284,30,0.758694658,1.29878535,2.73646795
ARIMA,"ARIMA(1, 0, 1)",287,30,0.950151842,1.401899859,2.717839394
ARIMA,"ARIMA(1, 0, 1)",305,30,0.874124558,1.154609704,2.176725274
ARIMA,"ARIMA(1, 0, 1)",310,30,0.364673669,0.697429405,0.899648527
ARIMA,"ARIMA(1, 0, 1)",319,30,1.012140277,0.864846234,1.640361117
ARIMA,"ARIMA(1, 0, 1)",321,30,0.712098392,0.879905704,1.253614929
ARIMA,"ARIMA(1, 0, 1)",322,30,0.714416868,0.754134444,1.242792459
ARIMA,"ARIMA(1, 0, 1)",324,30,0.682558956,0.788417342,1.510251483
ARIMA,"ARIMA(1, 0, 1)",329,30,0.763382974,0.907419861,1.278776669
ARIMA,"ARIMA(1, 0, 1)",331,30,0.813739148,0.952209616,1.435546545
ARIMA,"ARIMA(1, 0, 1)",334,30,0.808844774,0.811679594,1.186897166
ARIMA,"ARIMA(1, 0, 1)",341,30,0.714809787,1.08785891,1.336427618
ARIMA,"ARIMA(1, 0, 1)",343,30,1.137219671,1.052794333,1.711583881
ARIMA,"ARIMA(1, 0, 1)",349,30,0.459361953,0.984125783,2.218615722
ARIMA,"ARIMA(1, 0, 1)",350,30,0.448951507,1.099577748,2.261721113
ARIMA,"ARIMA(1, 0, 1)",358,30,0.389597436,0.768385068,1.370284265
ARIMA,"ARIMA(1, 0, 1)",361,30,0.482590067,0.892845316,1.184969697
ARIMA,"ARIMA(1, 0, 1)",369,30,0.645078786,0.98769843,1.669008814
ARIMA,"ARIMA(1, 0, 1)",374,30,0.583828102,0.807266131,1.73322602
ARIMA,"ARIMA(1, 0, 1)",375,30,0.535394155,0.701385305,1.367968759
ARIMA,"ARIMA(1, 0, 1)",376,30,0.48549979,0.714400635,1.5918882
ARIMA,"ARIMA(1, 0, 1)",378,30,0.541541407,0.847273821,1.872019779
ARIMA,"ARIMA(1, 0, 1)",386,30,1.250238776,1.385875469,1.952516351
ARIMA,"ARIMA(1, 0, 1)",391,30,0.736310272,0.837489114,1.198342004
ARIMA,"ARIMA(1, 0, 1)",392,30,0.551674714,0.7562823,1.019587459
ARIMA,"ARIMA(1, 0, 1)",399,30,0.752147605,0.879462108,1.444635287
ARIMA,"ARIMA(1, 0, 1)",420,30,0.683705301,1.158020287,2.237130335
ARIMA,"ARIMA(1, 0, 1)",427,30,0.73095574,1.153722208,2.012294255
ARIMA,"ARIMA(1, 0, 1)",428,30,1.083875739,1.069161619,2.657902315
ARIMA,"ARIMA(1, 0, 1)",433,30,0.914714192,1.354363231,2.584910098
ARIMA,"ARIMA(1, 0, 1)",439,30,0.823473681,1.085742962,1.750084662
ARIMA,"ARIMA(1, 0, 1)",450,30,0.581800922,0.996013244,1.269122686
ARIMA,"ARIMA(1, 0, 1)",458,30,0.941227045,1.48899787,1.644716543
ARIMA,"ARIMA(1, 0, 1)",460,30,0.722377658,0.941732959,1.558819509
ARIMA,"ARIMA(1, 0, 1)",461,30,0.84167572,1.378758047,2.353305416
ARIMA,"ARIMA(1, 0, 1)",463,30,0.545170783,0.832143629,1.62943229
ARIMA,"ARIMA(1, 0, 1)",466,30,0.635539278,1.125585528,1.499241959
ARIMA,"ARIMA(1, 0, 1)",469,30,0.462696837,1.148871827,1.064797741
ARIMA,"ARIMA(1, 0, 1)",490,30,0.653641988,0.735210977,1.210772016
ARIMA,"ARIMA(1, 0, 1)",495,30,0.617316599,1.086924198,2.3493932
ARIMA,"ARIMA(1, 0, 1)",503,30,0.436857099,1.236158582,3.122086854
ARIMA,"ARIMA(1, 0, 1)",505,30,0.830438045,1.37236872,2.437401154
ARIMA,"ARIMA(1, 0, 1)",506,30,0.498881644,1.108391453,1.828780504
ARIMA,"ARIMA(1, 0, 1)",511,30,0.732606691,1.463527433,1.390323616
ARIMA,"ARIMA(1, 0, 1)",518,30,1.092368476,2.404316418,5.349101535
ARIMA,"ARIMA(1, 0, 1)",520,30,0.935435721,1.797467664,4.003506014
ARIMA,"ARIMA(1, 0, 1)",531,30,1.107439041,1.540045344,2.12680377
ARIMA,"ARIMA(1, 0, 1)",536,30,0.55811286,3.009140572,3.205618607
ARIMA,"ARIMA(1, 0, 1)",545,30,1.929875539,3.153890017,8.078565195
ARIMA,"ARIMA(1, 0, 1)",554,30,1.030784725,3.354477612,4.528491096
ARIMA,"ARIMA(1, 0, 1)",556,30,1.698885356,3.930632449,4.485344277
ARIMA,"ARIMA(1, 0, 1)",557,30,1.897963976,3.601550602,3.766145668
ARIMA,"ARIMA(1, 0, 1)",563,30,1.238410744,2.185572627,4.725347633
ARIMA,"ARIMA(1, 0, 1)",568,30,1.532718881,1.923081638,2.894391881
ARIMA,"ARIMA(1, 0, 1)",570,30,1.123560033,2.628920462,7.700797736
ARIMA,"ARIMA(1, 0, 1)",580,30,0.64509474,1.588033588,6.939478406
ARIMA,"ARIMA(1, 0, 1)",581,30,1.473018529,2.240418332,8.557486858
ARIMA,"ARIMA(1, 0, 1)",586,30,0.509857186,1.795763505,5.297627904
ARIMA,"ARIMA(1, 0, 1)",593,30,0.813688726,1.029885214,1.898030555
ARIMA,"ARIMA(1, 0, 1)",606,30,0.857588851,1.111478475,2.118493489
ARIMA,"ARIMA(1, 0, 1)",613,30,1.672412392,1.83557661,1.985349022
ARIMA,"ARIMA(1, 0, 1)",617,30,0.639179501,1.713300014,3.12011167
ARIMA,"ARIMA(1, 0, 1)",620,30,0.816302668,1.983219279,2.589740606
ARIMA,"ARIMA(1, 0, 1)",621,30,1.038976421,1.750796003,2.020071079
ARIMA,"ARIMA(1, 0, 1)",632,30,0.756409571,0.867839628,1.255347053
ARIMA,"ARIMA(1, 0, 1)",643,30,0.718628295,1.177081545,1.639344342
ARIMA,"ARIMA(1, 0, 1)",655,30,0.383537239,0.721272325,0.909720608
ARIMA,"ARIMA(1, 0, 1)",660,30,0.906417596,0.757194071,0.912612079
ARIMA,"ARIMA(1, 0, 1)",662,30,1.224640199,1.280332732,1.241053615
ARIMA,"ARIMA(1, 0, 1)",664,30,0.653006658,1.033261239,1.381886276
ARIMA,"ARIMA(1, 0, 1)",670,30,0.660680568,1.138688936,1.727487545
ARIMA,"ARIMA(1, 0, 1)",671,30,0.611546792,0.957521909,1.391460074
ARIMA,"ARIMA(1, 0, 1)",676,30,0.662650019,0.822422624,1.224617731
ARIMA,"ARIMA(1, 0, 1)",684,30,0.671845108,1.148752756,1.721706626
ARIMA,"ARIMA(1, 0, 1)",685,30,1.055215128,1.17117625,1.608253719
ARIMA,"ARIMA(1, 0, 1)",686,30,1.161695855,1.17637808,1.804198954
ARIMA,"ARIMA(1, 0, 1)",688,30,0.791528331,1.006924154,1.768492705
ARIMA,"ARIMA(1, 0, 1)",691,30,0.619616526,0.87767458,1.899980279
ARIMA,"ARIMA(1, 0, 1)",694,30,0.852391728,1.169112108,1.960354474
ARIMA,"ARIMA(1, 0, 1)",697,30,0.614409848,0.927928923,1.324493972
ARIMA,"ARIMA(1, 0, 1)",699,30,0.692459411,0.868038656,1.077830618
ARIMA,"ARIMA(1, 0, 1)",719,30,0.524428791,0.830195583,1.410765734
ARIMA,"ARIMA(1, 0, 1)",725,30,0.920894119,0.902694393,1.076775501
ARIMA,"ARIMA(1, 0, 1)",728,30,0.711952624,0.794439762,0.991528795
ARIMA,"ARIMA(1, 0, 1)",737,30,0.344426442,0.698155195,0.688241311
ARIMA,"ARIMA(1, 0, 1)",738,30,0.506979805,0.891773927,0.857717067
ARIMA,"ARIMA(1, 0, 1)",746,30,0.370089145,0.520240058,0.680539269
ARIMA,"ARIMA(1, 0, 1)",756,30,0.368691829,0.565174731,1.09844887
ARIMA,"ARIMA(1, 0, 1)",769,30,0.710229143,0.698811058,1.475220702
ARIMA,"ARIMA(1, 0, 1)",771,30,0.498955165,0.922921688,2.268144157
ARIMA,"ARIMA(1, 0, 1)",779,30,0.66962598,1.013781074,1.576992815
ARIMA,"ARIMA(1, 0, 1)",781,30,0.723526673,1.013303037,1.45639819
ARIMA,"ARIMA(1, 0, 1)",786,30,0.657660022,0.966485901,1.980417321
ARIMA,"ARIMA(1, 0, 1)",790,30,0.360028886,0.660965948,1.736174927
ARIMA,"ARIMA(1, 0, 1)",792,30,0.439319746,0.742176684,1.947251789
ARIMA,"ARIMA(1, 0, 1)",793,30,0.765416573,0.860422346,2.074843095
ARIMA,"ARIMA(1, 0, 1)",794,30,0.485744365,0.783981394,1.99357651
ARIMA,"ARIMA(1, 0, 1)",795,30,1.02536958,0.941069165,2.097533177
ARIMA,"ARIMA(1, 0, 1)",799,30,0.494714116,1.042605858,1.839144124
ARIMA,"ARIMA(1, 0, 1)",800,30,0.642972088,1.126019646,1.702011877
ARIMA,"ARIMA(1, 0, 1)",811,30,0.558984586,0.700322561,1.335693578
ARIMA,"ARIMA(1, 0, 1)",822,30,0.462322588,0.807382035,2.259942149
ARIMA,"ARIMA(1, 0, 1)",824,30,0.838544188,0.942909788,2.40506711
ARIMA,"ARIMA(1, 0, 1)",838,30,0.844710463,1.544799714,2.788694998
ARIMA,"ARIMA(1, 0, 1)",840,30,1.216882954,1.034102837,1.93348976
ARIMA,"ARIMA(1, 0, 1)",846,30,0.466621555,1.262568773,2.280735899
ARIMA,"ARIMA(1, 0, 1)",852,30,0.416019857,1.03197518,2.433323601
ARIMA,"ARIMA(1, 0, 1)",855,30,0.773155628,1.192483932,1.74975962
ARIMA,"ARIMA(1, 0, 1)",860,30,1.393256231,1.503409758,4.178925665
ARIMA,"ARIMA(1, 0, 1)",870,30,0.598824239,1.406620845,1.700429564
ARIMA,"ARIMA(1, 0, 1)",879,30,0.576769158,1.073265873,2.763656947
ARIMA,"ARIMA(1, 0, 1)",885,30,0.812085893,1.055315174,1.535976237
ARIMA,"ARIMA(1, 0, 1)",887,30,0.822243381,1.206263498,3.158487428
ARIMA,"ARIMA(1, 0, 1)",894,30,0.231631163,1.505626878,1.840374087
ARIMA,"ARIMA(1, 0, 1)",900,30,2.154393694,2.224413687,4.044245831
ARIMA,"ARIMA(1, 0, 1)",901,30,0.929262557,0.796715598,1.62281323
ARIMA,"ARIMA(1, 0, 1)",904,30,0.787678871,0.84660117,3.100812452
ARIMA,"ARIMA(1, 0, 1)",905,30,0.824950704,0.721002473,3.313016798
ARIMA,"ARIMA(1, 0, 1)",909,30,0.643725655,1.146268791,3.399772413
ARIMA,"ARIMA(1, 0, 1)",913,30,0.535213008,2.277429096,4.058908844
ARIMA,"ARIMA(1, 0, 1)",928,30,1.905128834,2.079473761,3.000991536
ARIMA,"ARIMA(1, 0, 1)",934,30,1.875200392,1.851146618,2.589497298
ARIMA,"ARIMA(1, 0, 1)",942,30,2.657984483,2.726410834,3.049530488
ARIMA,"ARIMA(1, 0, 1)",945,30,2.183732368,3.1549683,5.744266139
ARIMA,"ARIMA(1, 0, 1)",950,30,0.628925665,1.13273367,3.521349047
ARIMA,"ARIMA(1, 0, 1)",951,30,1.117586824,1.140725609,3.145737225
ARIMA,"ARIMA(1, 0, 1)",958,30,0.891192143,1.137152196,2.6240543
ARIMA,"ARIMA(1, 0, 1)",960,30,0.525996315,1.045963087,3.849587698
ARIMA,"ARIMA(1, 0, 1)",962,30,0.645186343,0.994833258,3.000441579
ARIMA,"ARIMA(1, 0, 1)",967,30,0.521454099,1.227758356,3.965202468
ARIMA,"ARIMA(1, 0, 1)",968,30,0.606180333,1.059652655,3.496588434
ARIMA,"ARIMA(1, 0, 1)",969,30,1.301878964,1.171156144,3.303452716
ARIMA,"ARIMA(1, 0, 1)",970,30,0.517812293,0.673483892,2.127084372
ARIMA,"ARIMA(1, 0, 1)",973,30,1.082805894,2.281469575,1.813655089
ARIMA,"ARIMA(1, 0, 1)",980,30,3.746411412,3.482886429,3.979461311
ARIMA,"ARIMA(1, 0, 1)",981,30,0.964351482,1.33227475,1.667485648
ARIMA,"ARIMA(1, 0, 1)",985,30,0.917666956,0.902067192,1.341413733
ARIMA,"ARIMA(1, 0, 1)",986,30,0.771972524,1.158824509,1.759686861
ARIMA,"ARIMA(1, 0, 1)",989,30,0.545088903,1.446159089,1.34138468
ARIMA,"ARIMA(1, 0, 1)",993,30,2.24578561,1.305999073,1.363129851
ARIMA,"ARIMA(1, 0, 1)",1010,30,0.592551537,0.779932132,1.369925348
ARIMA,"ARIMA(1, 0, 1)",1025,30,0.814604293,1.053319823,1.69804833
ARIMA,"ARIMA(1, 0, 1)",1033,30,0.671173443,0.721249411,1.566743689
ARIMA,"ARIMA(1, 0, 1)",1038,30,0.484912379,0.802738667,1.304880168
ARIMA,"ARIMA(1, 0, 1)",1045,30,1.072096798,1.295509578,1.43751697
ARIMA,"ARIMA(1, 0, 1)",1051,30,0.969275929,1.313057961,1.67556106
ARIMA,"ARIMA(1, 0, 1)",1055,30,0.795588134,1.071274504,1.318927985
ARIMA,"ARIMA(1, 0, 1)",1056,30,0.583543851,0.94648242,1.189427486
ARIMA,"ARIMA(1, 0, 1)",1060,30,0.359325306,0.646227941,0.803678665
ARIMA,"ARIMA(1, 0, 1)",1079,30,0.571362147,0.853548986,1.139520194
ARIMA,"ARIMA(1, 1, 3)",30,30,0.750606312,1.315887119,1.889747743
ARIMA,"ARIMA(1, 1, 3)",33,30,0.401943772,1.246287478,1.304716331
ARIMA,"ARIMA(1, 1, 3)",36,30,0.744896822,1.261867412,1.037706176
ARIMA,"ARIMA(1, 1, 3)",37,30,0.550292328,1.056993115,0.89178903
ARIMA,"ARIMA(1, 1, 3)",40,30,0.495978002,0.629226782,0.841426429
ARIMA,"ARIMA(1, 1, 3)",53,30,0.351436666,0.649346258,0.888067477
ARIMA,"ARIMA(1, 1, 3)",56,30,0.521592624,0.832059509,0.979693803
ARIMA,"ARIMA(1, 1, 3)",60,30,0.313260187,0.794404926,0.91529139
ARIMA,"ARIMA(1, 1, 3)",62,30,0.727547493,0.715512914,0.867044478
ARIMA,"ARIMA(1, 1, 3)",65,30,0.438268764,0.547240142,0.954703965
ARIMA,"ARIMA(1, 1, 3)",66,30,0.371418693,0.517198076,0.919066781
ARIMA,"ARIMA(1, 1, 3)",73,30,0.492413557,0.804374717,1.196624526
ARIMA,"ARIMA(1, 1, 3)",77,30,0.585060612,1.063040815,1.173646562
ARIMA,"ARIMA(1, 1, 3)",79,30,0.584136318,1.050220528,1.50799411
ARIMA,"ARIMA(1, 1, 3)",89,30,0.68700639,1.384839757,1.673676066
ARIMA,"ARIMA(1, 1, 3)",96,30,1.275365679,1.275823041,1.577357686
ARIMA,"ARIMA(1, 1, 3)",106,30,0.931170711,0.932072107,1.715621137
ARIMA,"ARIMA(1, 1, 3)",109,30,0.999672832,1.271131207,2.186622369
ARIMA,"ARIMA(1, 1, 3)",120,30,1.030514191,1.109405351,2.213017492
ARIMA,"ARIMA(1, 1, 3)",121,30,0.67066631,0.936354338,1.906383366
ARIMA,"ARIMA(1, 1, 3)",123,30,0.88892029,0.84147117,1.871589072
ARIMA,"ARIMA(1, 1, 3)",127,30,0.921352517,0.752721499,2.238246037
ARIMA,"ARIMA(1, 1, 3)",129,30,0.674749323,1.059995223,2.862740546
ARIMA,"ARIMA(1, 1, 3)",133,30,0.952841184,1.515062175,2.07813607
ARIMA,"ARIMA(1, 1, 3)",138,30,1.25009477,1.365121402,1.986691069
ARIMA,"ARIMA(1, 1, 3)",140,30,0.990668916,1.236846206,1.675869575
ARIMA,"ARIMA(1, 1, 3)",143,30,0.585753155,0.910458912,1.645345913
ARIMA,"ARIMA(1, 1, 3)",150,30,0.597409193,0.824301283,2.616360671
ARIMA,"ARIMA(1, 1, 3)",164,30,0.462707386,1.632565106,2.893882164
ARIMA,"ARIMA(1, 1, 3)",166,30,0.908066564,1.880819184,2.7558237
ARIMA,"ARIMA(1, 1, 3)",177,30,0.901652309,2.555593852,16.48451521
ARIMA,"ARIMA(1, 1, 3)",192,30,2.853803256,2.387228702,5.137505477
ARIMA,"ARIMA(1, 1, 3)",198,30,2.727868994,2.375186754,4.630235224
ARIMA,"ARIMA(1, 1, 3)",202,30,0.89730644,2.459159432,4.033730517
ARIMA,"ARIMA(1, 1, 3)",207,30,1.326863127,1.619405932,2.721670163
ARIMA,"ARIMA(1, 1, 3)",220,30,2.896211222,4.040205596,11.42309546
ARIMA,"ARIMA(1, 1, 3)",225,30,0.61010768,0.945473697,1.25138098
ARIMA,"ARIMA(1, 1, 3)",226,30,0.744584258,1.113296739,1.580395563
ARIMA,"ARIMA(1, 1, 3)",239,30,1.446029964,2.086098803,2.379237089
ARIMA,"ARIMA(1, 1, 3)",240,30,1.287570272,1.658443308,2.00321702
ARIMA,"ARIMA(1, 1, 3)",248,30,0.588969912,1.194343162,2.129596602
ARIMA,"ARIMA(1, 1, 3)",250,30,0.869962401,1.490951611,2.354220375
ARIMA,"ARIMA(1, 1, 3)",255,30,0.799256376,1.501234133,1.951393003
ARIMA,"ARIMA(1, 1, 3)",263,30,1.132110545,0.948123835,1.538640366
ARIMA,"ARIMA(1, 1, 3)",265,30,0.744926738,1.153352432,1.993094228
ARIMA,"ARIMA(1, 1, 3)",266,30,0.899868442,1.109214218,1.716950446
ARIMA,"ARIMA(1, 1, 3)",267,30,0.65612652,1.625979608,2.085828734
ARIMA,"ARIMA(1, 1, 3)",268,30,0.829929617,1.75629702,2.100230279
ARIMA,"ARIMA(1, 1, 3)",272,30,0.955262477,1.247218843,1.840214816
ARIMA,"ARIMA(1, 1, 3)",274,30,0.770039034,1.358588022,1.86730035
ARIMA,"ARIMA(1, 1, 3)",280,30,1.446590491,1.058191444,1.956985311
ARIMA,"ARIMA(1, 1, 3)",291,30,0.800994625,1.335088343,2.767597671
ARIMA,"ARIMA(1, 1, 3)",303,30,0.544072656,0.926339476,2.517586008
ARIMA,"ARIMA(1, 1, 3)",305,30,0.901521372,1.282426592,2.952297474
ARIMA,"ARIMA(1, 1, 3)",313,30,0.519499919,1.092285917,2.600274334
ARIMA,"ARIMA(1, 1, 3)",317,30,0.795172397,1.472073933,3.256140047
ARIMA,"ARIMA(1, 1, 3)",320,30,0.788976566,0.985978911,7.108064074
ARIMA,"ARIMA(1, 1, 3)",334,30,0.76909453,1.121158187,6.349927661
ARIMA,"ARIMA(1, 1, 3)",336,30,0.883385435,1.302158681,6.247905083
ARIMA,"ARIMA(1, 1, 3)",341,30,0.741453747,1.437617052,2.472187945
ARIMA,"ARIMA(1, 1, 3)",344,30,0.77067202,1.125643682,3.734905366
ARIMA,"ARIMA(1, 1, 3)",350,30,0.509327936,1.080549767,3.215813522
ARIMA,"ARIMA(1, 1, 3)",362,30,0.558503555,0.936933536,1.387078834
ARIMA,"ARIMA(1, 1, 3)",376,30,0.494459058,0.854131993,2.096283961
ARIMA,"ARIMA(1, 1, 3)",385,30,0.89312145,1.331436969,2.288726088
ARIMA,"ARIMA(1, 1, 3)",386,30,1.256398721,1.439903756,2.398800791
ARIMA,"ARIMA(1, 1, 3)",402,30,0.568136874,0.906760159,1.083222596
ARIMA,"ARIMA(1, 1, 3)",408,30,0.479875292,0.683138607,3.936126265
ARIMA,"ARIMA(1, 1, 3)",412,30,0.501055875,0.692708287,2.608162624
ARIMA,"ARIMA(1, 1, 3)",414,30,0.568756173,0.925088077,1.906024887
ARIMA,"ARIMA(1, 1, 3)",416,30,0.532274983,0.982227894,1.344539953
ARIMA,"ARIMA(1, 1, 3)",419,30,0.56334144,1.067559836,1.3784492
ARIMA,"ARIMA(1, 1, 3)",421,30,1.113777574,1.027237303,1.425464892
ARIMA,"ARIMA(1, 1, 3)",424,30,0.892191105,1.136137499,1.817972796
ARIMA,"ARIMA(1, 1, 3)",425,30,0.834228392,0.992782647,1.566468476
ARIMA,"ARIMA(1, 1, 3)",428,30,1.327498696,0.954567354,16.05149061
ARIMA,"ARIMA(1, 1, 3)",435,30,0.953114378,0.953660163,2.356979573
ARIMA,"ARIMA(1, 1, 3)",437,30,0.785835805,1.180285714,1.878961153
ARIMA,"ARIMA(1, 1, 3)",446,30,1.011367222,1.623848721,2.798466231
ARIMA,"ARIMA(1, 1, 3)",459,30,1.307400356,0.993376064,1.542014663
ARIMA,"ARIMA(1, 1, 3)",466,30,0.705146299,1.322513978,2.006506546
ARIMA,"ARIMA(1, 1, 3)",468,30,0.494379656,1.445995078,1.84853256
ARIMA,"ARIMA(1, 1, 3)",484,30,0.38282563,0.528960835,1.7083838
ARIMA,"ARIMA(1, 1, 3)",486,30,0.529636262,0.528847633,2.043338008
ARIMA,"ARIMA(1, 1, 3)",496,30,0.943615985,1.111276777,3.186419261
ARIMA,"ARIMA(1, 1, 3)",499,30,0.763016349,0.716381423,2.946294237
ARIMA,"ARIMA(1, 1, 3)",503,30,0.429113118,1.271596027,3.17816673
ARIMA,"ARIMA(1, 1, 3)",504,30,0.848558411,1.653497184,3.478750133
ARIMA,"ARIMA(1, 1, 3)",505,30,0.953941084,1.731071024,3.549740935
ARIMA,"ARIMA(1, 1, 3)",506,30,0.572141073,1.69722513,3.468218469
ARIMA,"ARIMA(1, 1, 3)",507,30,0.758774196,1.735761168,3.359045957
ARIMA,"ARIMA(1, 1, 3)",523,30,0.750437534,0.931235494,1.943177487
ARIMA,"ARIMA(1, 1, 3)",530,30,0.496153568,1.745073664,2.777718078
ARIMA,"ARIMA(1, 1, 3)",531,30,1.1802958,2.015806556,3.144309251
ARIMA,"ARIMA(1, 1, 3)",540,30,3.376929908,3.50471028,3.633615889
ARIMA,"ARIMA(1, 1, 3)",551,30,0.637347846,2.405823147,6.28707033
ARIMA,"ARIMA(1, 1, 3)",553,30,1.219063669,3.866618337,6.52521743
ARIMA,"ARIMA(1, 1, 3)",560,30,0.792151642,2.384990652,46.54119907
ARIMA,"ARIMA(1, 1, 3)",570,30,1.334834155,1.926272094,1.90716766
ARIMA,"ARIMA(1, 1, 3)",572,30,3.923514865,1.966429089,1.990471629
ARIMA,"ARIMA(1, 1, 3)",573,30,1.295245068,3.087844538,2.507642323
ARIMA,"ARIMA(1, 1, 3)",575,30,1.176496703,1.67290028,1.617620484
ARIMA,"ARIMA(1, 1, 3)",576,30,2.123699531,1.968350519,1.731085548
ARIMA,"ARIMA(1, 1, 3)",578,30,0.636800757,0.823819012,2.206881009
ARIMA,"ARIMA(1, 1, 3)",580,30,0.713401083,0.895069275,1.982740778
ARIMA,"ARIMA(1, 1, 3)",581,30,1.125296822,0.966449662,2.372526356
ARIMA,"ARIMA(1, 1, 3)",583,30,0.663026525,1.146953016,2.227091386
ARIMA,"ARIMA(1, 1, 3)",584,30,0.998648264,1.06397068,2.635522991
ARIMA,"ARIMA(1, 1, 3)",588,30,0.765125028,1.478959035,3.271127317
ARIMA,"ARIMA(1, 1, 3)",589,30,0.860859788,1.887473673,3.584414258
ARIMA,"ARIMA(1, 1, 3)",591,30,3.183425765,2.618203066,4.272700119
ARIMA,"ARIMA(1, 1, 3)",592,30,0.917271867,1.35597881,3.390048771
ARIMA,"ARIMA(1, 1, 3)",599,30,1.565661102,1.949172543,3.138803007
ARIMA,"ARIMA(1, 1, 3)",600,30,0.923300246,1.413710085,2.700063285
ARIMA,"ARIMA(1, 1, 3)",605,30,0.70056654,1.188037501,2.056078735
ARIMA,"ARIMA(1, 1, 3)",606,30,0.812087227,1.122536574,2.197228509
ARIMA,"ARIMA(1, 1, 3)",610,30,1.137232457,1.74149975,1.831050365
ARIMA,"ARIMA(1, 1, 3)",622,30,1.036064772,1.280897606,1.770899581
ARIMA,"ARIMA(1, 1, 3)",624,30,0.913306129,0.880806343,2.272750461
ARIMA,"ARIMA(1, 1, 3)",626,30,1.254960826,1.541411259,3.348112623
ARIMA,"ARIMA(1, 1, 3)",634,30,0.752369947,1.101421545,2.678084431
ARIMA,"ARIMA(1, 1, 3)",643,30,0.760311327,1.462883275,2.533430821
ARIMA,"ARIMA(1, 1, 3)",644,30,0.512499138,1.501445707,2.566090909
ARIMA,"ARIMA(1, 1, 3)",652,30,0.570653312,0.987578393,3.033336969
ARIMA,"ARIMA(1, 1, 3)",659,30,0.736368475,0.843147794,1.860858421
ARIMA,"ARIMA(1, 1, 3)",674,30,0.833241316,1.009028423,1.71091554
ARIMA,"ARIMA(1, 1, 3)",688,30,0.772761754,1.029572249,2.486446388
ARIMA,"ARIMA(1, 1, 3)",691,30,0.721518045,0.855242877,1.691751642
ARIMA,"ARIMA(1, 1, 3)",692,30,0.532220114,0.939095899,1.815016038
ARIMA,"ARIMA(1, 1, 3)",711,30,0.872251327,0.928283438,1.163302955
ARIMA,"ARIMA(1, 1, 3)",713,30,0.727634461,0.83550797,1.459489108
ARIMA,"ARIMA(1, 1, 3)",727,30,0.741972191,0.832308239,1.224626604
ARIMA,"ARIMA(1, 1, 3)",730,30,0.56180985,0.8627322,1.372276422
ARIMA,"ARIMA(1, 1, 3)",737,30,0.368092547,0.482212112,1.055688231
ARIMA,"ARIMA(1, 1, 3)",746,30,0.375529507,0.632879391,1.355978227
ARIMA,"ARIMA(1, 1, 3)",750,30,0.696527479,0.952556209,1.370505594
ARIMA,"ARIMA(1, 1, 3)",751,30,0.357892646,0.946026953,1.273504581
ARIMA,"ARIMA(1, 1, 3)",752,30,0.53296244,0.888190803,1.151317483
ARIMA,"ARIMA(1, 1, 3)",754,30,0.693974321,1.052716624,1.281227194
ARIMA,"ARIMA(1, 1, 3)",758,30,0.417719572,0.664446928,2.311973334
ARIMA,"ARIMA(1, 1, 3)",760,30,0.467902009,0.648898052,1.387782972
ARIMA,"ARIMA(1, 1, 3)",762,30,0.370000237,0.506152798,0.912636623
ARIMA,"ARIMA(1, 1, 3)",764,30,0.542169893,0.738431361,0.987052774
ARIMA,"ARIMA(1, 1, 3)",767,30,0.519346894,0.53698695,1.183349039
ARIMA,"ARIMA(1, 1, 3)",770,30,0.680976621,0.656311289,1.186362099
ARIMA,"ARIMA(1, 1, 3)",771,30,0.465558438,0.611763826,1.221871793
ARIMA,"ARIMA(1, 1, 3)",774,30,0.422711935,0.691110414,1.216808628
